,id_x,user_id,timestamp,loan_amount,loan_purpose,outcome,interest,webvisit_id,campaign_referrer,name,ssn,birthday,gender,city,zip_code
9002,96406217,97194401,1538249573,120000,Home purchase,REJECTED,8.7,,,Λουκιανός Μαυρούτσος,170-25-8624,1981-03-03,F,Βέροια,ΤΚ 852 99
9003,99446501,31490392,1537743506,230000,home purchase,ACCEPTED,8.7,61988984,"display1_Twitter,display1_Facebook,display3_Twitter,",Συμεών Ζυγούρης,650-47-9754,1984-09-15,M,Πύργος,ΤΚ 048 29
9004,11918001,73613217,1537021522,30000,home purchase,REJECTED,7.0,,,Θεοδόσης Βακαλής,102-25-5217,1990-09-20,F,Καβάλα,43261
9005,19858945,61998699,1535998086,80000,Home purchase,ACCEPTED,8.7,,,Ευστάθιος Πετριτάκης,747-04-7299,1980-10-02,M,Λάρισα,15627
9006,26621705,28356193,1536276204,240000,buying a pet,ACCEPTED,7.0,,,Μαγδαληνός Μπαγανάς,834-63-1597,1970-12-30,M,Ερμούπολη,72975
9007,60498241,69297754,1535778783,190000,Buying a pet,REJECTED,14.0,,,Μαργαρίτα Κυρκούδη,505-01-1778,1988-06-22,M,Δράμα,ΤΚ 203 79
9008,41738042,94813676,1537424635,70000,home purchase,REJECTED,7.0,,,Περικλής Κωτσίδης,863-37-4935,1981-10-24,F,Ξάνθη,ΤΚ 240 35
9009,1785506,89787028,1535990708,40000,Refinance existing loans,REJECTED,8.7,,,Αλεξία Ξηροδήμα,274-42-2534,1970-05-17,M,Ξάνθη,16820
9010,74718915,98890173,1537796016,230000,Refinance existing loans,ACCEPTED,7.0,,,Πουλχερία Παναγιωτακοπούλου,642-04-8816,1976-01-03,F,Καλαμάτα,ΤΚ 59142
9011,4104272,28888283,1537803800,270000,buying a pet,ACCEPTED,8.7,,,Ιορδανία-Αννίκα Πολίτου,202-79-6116,1985-11-18,M,Ρόδος,ΤΚ 623 17
9012,84775527,33934788,1536603473,250000,Home purchase,REJECTED,14.0,,,Ευστάθιος Λάτσκος,235-17-6956,1971-09-16,F,Μυτιλήνη,39872
9013,53206198,64679726,1537837488,260000,Refinance existing loans,ACCEPTED,7.0,,,Πολυχρόνιος Σεβδάς,665-34-5416,1985-06-16,M,Αργοστόλι,880 53
9014,34841967,93477776,1537627371,50000,Refinance existing loans,ACCEPTED,7.0,,,Δαμασκηνή Πάντζιου,108-22-7781,1990-04-17,F,Μεσολόγγι,ΤΚ 34190
9015,94506199,19785240,1537170615,50000,Buying a pet,REJECTED,6.7,,,Πασχαλιά Φωλιά,355-85-0559,1978-07-07,M,Χίος,ΤΚ 481 82
9016,6389420,47649126,1536576743,40000,Buying a pet,ACCEPTED,6.7,,,Μηνάς Σίδερης,416-74-6704,1996-03-19,M,Καρδίτσα,ΤΚ 606 77
9017,84280353,14039941,1536081701,100000,Refinance existing loans,REJECTED,8.7,,,Δαμιανός Πιτερός,698-06-9054,1979-06-23,F,Σπάρτη,88800
9018,269710,1184647,1537276198,290000,Refinance existing loans,ACCEPTED,8.7,,,Αντιγόνη Ξανθοπούλου,233-45-7239,1983-12-30,F,Σέρρες,ΤΚ 660 28
9019,46297341,89781179,1535846812,260000,buying a pet,ACCEPTED,8.7,25959596,,Θεόκλεια Χριστογιάννη,742-33-0068,1989-06-02,M,Ρέθυμνο,122 79
9020,51619863,79106171,1535890441,50000,Buying a pet,REJECTED,8.7,1558614,"display3_Facebook,",Ίρις-Ταξιαρχία Αβραμίδου,094-40-3828,1973-04-09,F,Πάτρα,ΤΚ 15132
9021,3606673,76835209,1537578491,290000,Buying a pet,REJECTED,6.7,95061224,"display1_Google,display3_Facebook,display2_Twitter,",Μαλβίνα Βυζιηνού,642-57-4909,1975-03-15,M,Πρέβεζα,10682
9022,97883472,12639588,1537972117,30000,buying a pet,REJECTED,6.7,50334734,,Φώτιος Κελαϊδώνης,360-65-8245,1974-09-18,F,Σπάρτη,77036
9023,73775593,5400718,1536006622,220000,Refinance existing loans,REJECTED,14.0,,,Μαύρος-Ευσέβιος Τζαλλας,481-46-2696,1984-12-25,F,Πολύγυρος,ΤΚ 37512
9024,29274986,72976953,1537463226,80000,Buying a pet,REJECTED,14.0,99288498,"display2_Google,display1_Facebook,display3_Google,display2_Google,",Τζανέτος Βλάχος,790-05-4470,1974-06-09,F,Τρίκαλα,ΤΚ 58920
9025,84512372,3687024,1536908352,240000,Buying a pet,REJECTED,7.0,93486158,"display2_Google,display2_Twitter,display2_Google,",Βησσαρίων Νικολόπουλος,861-27-4677,1980-04-07,F,Καρδίτσα,35409
9026,9748171,17395364,1537883629,180000,Refinance existing loans,REJECTED,6.7,23829443,"display2_Google,display2_Twitter,display3_Facebook,display3_Google,",Βλάσιος Αμπλιάνιτης,341-54-9215,1982-01-16,M,Κομοτηνή,055 05
9027,65454796,50448095,1536922598,30000,buying a pet,REJECTED,6.7,,,Θωμάς Σπυριδάκης,354-86-8878,1974-05-29,M,Μεσολόγγι,ΤΚ 986 58
9028,99509314,55899477,1537866809,40000,Refinance existing loans,ACCEPTED,8.7,,,Σωτήριος Σταματιάδης,108-58-9962,1992-01-18,F,Κομοτηνή,ΤΚ 388 91
9029,33078654,60516247,1536896794,260000,Refinance existing loans,ACCEPTED,14.0,,,Αηδόνα Τσανάκα,328-01-6484,1974-09-07,F,Αργοστόλι,25359
9030,60836307,30410645,1536864096,120000,Refinance existing loans,REJECTED,7.0,,,Αστέρω Παπαθεοδοσίου,703-64-4879,1970-09-23,M,Κέρκυρα,00842
9031,68115407,84110847,1536339166,240000,Refinance existing loans,REJECTED,14.0,,,Δόμνα Ξυγκάκου,738-89-6209,1984-11-23,F,Αγ. Νικόλαος,18241
9032,94246020,46997188,1538113850,230000,Home purchase,ACCEPTED,14.0,4184544,"display3_Google,display1_Twitter,",Ιωακείμ-Βησσαρίων Λουλάκης,732-16-7685,1995-02-20,M,Κομοτηνή,ΤΚ 05947
9033,84288733,56471394,1536060056,70000,Home purchase,ACCEPTED,6.7,,,Ασημίνα Βαρσάμου,179-31-7347,1994-09-05,M,Σπάρτη,67486
9034,46566237,35517925,1536693566,230000,Buying a pet,REJECTED,7.0,79506823,"display2_Facebook,display3_Facebook,display3_Twitter,display1_Twitter,",Παταπία Κακοτρίχη,973-78-4105,1989-09-17,M,Ρέθυμνο,676 56
9035,61046261,15466367,1537468901,180000,Refinance existing loans,REJECTED,7.0,1677632,"display2_Twitter,display1_Google,display3_Facebook,display2_Twitter,",Δαμασκηνός Ελευθερίου,307-42-9222,1991-10-09,M,Δράμα,52402
9036,32437782,72416740,1537373991,300000,Refinance existing loans,ACCEPTED,8.7,,,Αννίκα Μηλιάδου,911-73-1436,1984-08-26,M,Αγ. Νικόλαος,ΤΚ 36115
9037,86432315,1741239,1537816251,280000,Buying a pet,REJECTED,7.0,,,Χαρίκλεια Κανελλοπούλου,114-04-8150,1990-12-30,F,Αγ. Νικόλαος,58438
9038,27551403,67738866,1536358698,170000,Home purchase,REJECTED,8.7,,,Αιμίλιος Γρηγορόπουλος,796-29-0761,1988-12-27,F,Τρίκαλα,579 26
9039,28703255,58805460,1536914753,300000,home purchase,ACCEPTED,7.0,,,Σπυριδούλα-Βαγιανή Πουρνάρα,417-68-3266,1993-07-28,F,Χίος,23758
9040,4718979,53560847,1536076749,280000,home purchase,ACCEPTED,6.7,7730232,"display1_Google,display2_Twitter,",Γαρύφαλλος Μακρυκώστας,139-58-3748,1978-09-09,M,Φλώρινα,ΤΚ 66248
9041,11206598,94325398,1537054448,40000,Buying a pet,REJECTED,8.7,,,Κανέλλα Κυρούδη,355-97-2931,1977-01-29,M,Λιβαδιά,647 17
9042,35992373,53909085,1537053184,60000,Buying a pet,ACCEPTED,6.7,6880742,"display1_Facebook,display1_Facebook,",Μάριος Τοδώρης,392-87-6610,1983-11-28,M,Αργοστόλι,405 12
9043,98355929,13020067,1536885776,80000,Buying a pet,ACCEPTED,7.0,,,Σαμουήλ Μπλιατσίου,013-49-4606,1994-03-10,M,Κιλκίς,80735
9044,21111613,75644462,1535775284,260000,Refinance existing loans,ACCEPTED,14.0,44773603,,Ορφέας Κιουπλιώτης,422-81-8081,1995-12-08,F,Καβάλα,ΤΚ 078 53
9045,45627122,67653677,1535859605,40000,home purchase,REJECTED,7.0,34879813,"display1_Google,",Μηλιά Βουτσινά,197-81-3954,1975-02-09,F,Γρεβενά,ΤΚ 48395
9046,31152236,7721948,1538233841,20000,Buying a pet,ACCEPTED,6.7,,,Ζαμπέτα Τσάτη,959-71-1804,1979-03-17,M,Δράμα,64759
9047,88813562,1039804,1537002877,150000,Home purchase,REJECTED,8.7,69178018,,Βρυσηίς Κυρκούδη,265-93-0828,1994-06-10,F,Κιλκίς,ΤΚ 834 30
9048,68132667,48173069,1537695996,210000,Refinance existing loans,ACCEPTED,7.0,,,Μαρτίνος Σπυριδάκης,084-06-3411,1994-10-04,F,Άμφισσα,10749
9049,66985251,48173069,1535848058,260000,Buying a pet,REJECTED,7.0,,,Μαρτίνος Σπυριδάκης,084-06-3411,1994-10-04,F,Άμφισσα,10749
9050,59511830,73362314,1537429671,80000,Buying a pet,ACCEPTED,8.7,,,Ιωσηφίνα Γιακαμόζη,740-19-9838,1984-03-04,F,Ερμούπολη,ΤΚ 28803
9051,40744364,20504096,1535998988,290000,Home purchase,REJECTED,7.0,,,Ιωάννα Καραγιοβάννη,566-70-4267,1989-12-08,F,Πολύγυρος,17509
9052,26269133,27713772,1537954296,150000,Home purchase,REJECTED,8.7,,,Μακρίνα Χαντζή,823-98-9014,1984-12-05,M,Χανιά,21734
9053,24892080,56930911,1537717372,30000,Buying a pet,REJECTED,6.7,,,Ανανίας Αγγελίκας,861-64-1038,1975-03-24,F,Ερμούπολη,00955
9054,83585000,31007117,1536957340,290000,Refinance existing loans,REJECTED,14.0,10852965,"display3_Facebook,display2_Twitter,display1_Twitter,",Οδύσσεια Καράμπη,431-32-1293,1979-04-05,F,Καρδίτσα,100 42
9055,55851211,50565674,1537424659,150000,Refinance existing loans,REJECTED,14.0,,,Παναγής Πυλαρινός,315-07-4528,1995-03-12,M,Άμφισσα,94722
9056,93174481,81724608,1536149752,220000,Refinance existing loans,ACCEPTED,14.0,,,Μακάριος-Λαοκράτης Ζώτος,562-81-3943,1989-04-27,F,Αργοστόλι,52623
9057,28206508,66703116,1537223085,100000,Home purchase,REJECTED,14.0,,,Λουκιανός Χρονόπουλος,009-69-4293,1980-09-27,F,Σέρρες,537 25
9058,13139840,16132038,1536906216,30000,Refinance existing loans,ACCEPTED,14.0,19217770,,Χρυσαφένια Πέττα,095-52-6944,1988-04-20,M,Ιωάννινα,87570
9059,36637532,64274824,1536829896,280000,Home purchase,REJECTED,7.0,,,Βαρσαμία Κυριακοπούλου,010-59-4130,1986-04-28,F,Πύργος,ΤΚ 41354
9060,96458693,64274824,1536139987,180000,Buying a pet,REJECTED,14.0,,,Βαρσαμία Κυριακοπούλου,010-59-4130,1986-04-28,F,Πύργος,ΤΚ 41354
9061,72912674,67384365,1538224470,120000,Refinance existing loans,ACCEPTED,6.7,,,Ιγνάτιος Μασόπουλος,571-50-9106,1996-09-28,F,Ερμούπολη,43864
9062,7532712,89958531,1537943600,90000,buying a pet,REJECTED,7.0,,,Παντελεήμων Πάνος,960-95-6578,1976-11-10,F,Καβάλα,ΤΚ 306 42
9063,71101527,62417782,1537993474,250000,Refinance existing loans,REJECTED,14.0,11003408,"display3_Facebook,display2_Facebook,display1_Facebook,display1_Facebook,display1_Google,",Ανθούλα Τσαμπούρη,124-75-2425,1986-10-16,F,Ρόδος,ΤΚ 22836
9064,88408022,48314269,1537006995,280000,Buying a pet,ACCEPTED,8.7,,,Μαρία Φιλίππου,312-92-6180,1992-08-06,M,Ρέθυμνο,046 40
9065,9271948,50871266,1535851543,220000,Buying a pet,ACCEPTED,14.0,43469971,"display3_Facebook,display1_Google,display2_Twitter,display1_Facebook,",Ζωή Καρακωνσταντινού,993-74-8687,1971-10-06,F,Κέρκυρα,ΤΚ 35909
9066,66329274,27848696,1538084068,60000,Refinance existing loans,ACCEPTED,7.0,,,Γεώργιος Ρέγκας,898-36-0058,1986-11-27,F,Αλεξανδρούπολη,ΤΚ 21816
9067,84629824,79840279,1535772410,190000,Home purchase,ACCEPTED,7.0,,,Κώστας Κουρής,280-34-1220,1986-08-15,M,Άρτα,605 54
9068,54088005,18437178,1537777250,270000,buying a pet,ACCEPTED,7.0,,,Βαρσαμία Σαββάκη,012-21-8200,1994-06-17,M,Λιβαδιά,98819
9069,63793953,12061925,1537284557,260000,Home purchase,REJECTED,14.0,,,Γαρύφαλλος Γιατρομανωλάκης,855-22-3190,1980-09-20,F,Βόλος,15000
9070,62113086,16005574,1536904634,210000,Refinance existing loans,REJECTED,7.0,,,Πολύμνια Κετεσίδου,304-79-6036,1970-04-23,M,Ιωάννινα,25465
9071,52360552,23712630,1538152537,210000,Buying a pet,REJECTED,8.7,,,Χαρίκλεια Πολίτου,282-29-1466,1986-05-31,F,Ρόδος,ΤΚ 55393
9072,25309019,11829919,1536239241,300000,home purchase,ACCEPTED,8.7,55636302,"display1_Google,display1_Facebook,display1_Facebook,",Ξενοφών Βιολάτος,555-17-7347,1972-11-09,M,Τρίπολη,07886
9073,66259761,40675253,1538136309,240000,Home purchase,REJECTED,8.7,12293394,"display1_Twitter,display1_Twitter,display2_Google,",Χαραλαμπία-Αικατερίνη Ξενάκη,948-37-9225,1974-08-03,M,Λάρισα,30681
9074,52826689,26236455,1535855452,90000,buying a pet,REJECTED,14.0,,,Ευρυδίκη Κουμάρα,080-35-7769,1976-03-08,M,Αλεξανδρούπολη,76264
9075,8324327,27277815,1537325904,170000,Home purchase,REJECTED,8.7,,,Ευαγγελία Δούβαλη,071-84-0309,1996-08-28,M,Πύργος,386 00
9076,57009710,80594385,1538029348,20000,Home purchase,ACCEPTED,6.7,,,Βρασίδας-Ασημάκης Μάστορας,744-16-6099,1988-12-12,M,Σπάρτη,81315
9077,43888566,15156009,1536659309,30000,Home purchase,REJECTED,6.7,,,Αριστομένης Σδραλλής,368-01-4513,1987-03-01,F,Ρέθυμνο,070 88
9078,95150683,75980402,1536450742,240000,Buying a pet,REJECTED,8.7,,,Αηδόνα Κονσούλα,568-51-5004,1993-02-12,F,Αγ. Νικόλαος,628 51
9079,46091840,54328753,1537256859,90000,Home purchase,ACCEPTED,8.7,78889444,"display1_Twitter,display2_Twitter,display2_Twitter,display1_Google,",Τριανταφυλλιά Ρωμαίου,114-53-5074,1980-02-06,M,Μυτιλήνη,ΤΚ 977 23
9080,70634824,4809221,1535834182,210000,buying a pet,ACCEPTED,7.0,23259769,"display2_Facebook,display3_Facebook,display3_Twitter,",Άρτεμις Μαλίμη,339-52-2030,1984-04-10,M,Μυτιλήνη,372 87
9081,70151369,61222290,1537432443,260000,buying a pet,ACCEPTED,8.7,67422645,"display2_Twitter,",Αταλάντη Γαλανάκη,339-82-2354,1985-07-12,M,Κόρινθος,ΤΚ 39505
9082,88775641,35722483,1537963417,280000,Home purchase,ACCEPTED,14.0,,,Ιωσήφ-Αθηνόδωρος Γκίκας,986-74-7166,1976-09-26,F,Λαμία,874 29
9083,66298705,10997068,1536007981,150000,Home purchase,REJECTED,7.0,,,Πολυχρονία Πατελλή,750-54-2441,1976-07-01,F,Μεσολόγγι,985 19
9084,66897146,1537392,1536801275,230000,buying a pet,ACCEPTED,7.0,,,Επιστήμη Σύψα,916-22-5526,1990-12-31,F,Κατερίνη,94517
9085,73460432,52139049,1536743508,60000,Refinance existing loans,REJECTED,7.0,,,Ελευθέριος Κατσίφος,487-41-7164,1983-10-31,M,Κομοτηνή,58445
9086,86628392,43705384,1535927789,200000,Refinance existing loans,REJECTED,7.0,,,Πηγή Φιλίππου,742-74-5906,1984-11-02,F,Έδεσσα,ΤΚ 959 09
9087,67580574,34936585,1536743347,280000,Buying a pet,ACCEPTED,7.0,12785127,"display2_Twitter,display3_Google,display3_Google,display1_Facebook,",Χρυσάνθη-Υακίνθη Σαριδάκη,206-50-6621,1995-12-25,F,Αθήνα,887 59
9088,7046546,16871023,1537479176,70000,Buying a pet,REJECTED,7.0,,,Προμηθέας Μπαντές,325-26-4335,1993-11-08,F,Πύργος,62182
9089,24960599,77003561,1537144532,270000,Buying a pet,REJECTED,14.0,,,Δημήτριος Σκρέκας,707-74-6613,1986-01-24,M,Βέροια,282 89
9090,16548974,73917341,1537962049,50000,Refinance existing loans,ACCEPTED,14.0,,,Εφραίμ Χριστάρας,593-75-6988,1993-01-07,M,Αγ. Νικόλαος,ΤΚ 30711
9091,43839693,50285756,1536847385,290000,Home purchase,REJECTED,8.7,,,Διαμαντούλα Νώε,779-66-9742,1980-08-01,F,Λαμία,39636
9092,86863750,57860164,1537676191,30000,buying a pet,REJECTED,14.0,,,Τίμων Σωτηράλης,678-93-5956,1981-09-29,F,Χαλκίδα,ΤΚ 73568
9093,90458303,81812651,1536098728,20000,Buying a pet,ACCEPTED,14.0,,,Παρασκευή Ξενίδη,916-73-4899,1976-04-16,M,Σέρρες,286 70
9094,67101786,72964285,1536670331,170000,Refinance existing loans,ACCEPTED,14.0,6228755,"display2_Google,",Σέργιος Συρρής,953-90-1405,1977-07-02,F,Σάμος,70901
9095,37556118,48900909,1536717265,200000,Home purchase,ACCEPTED,8.7,,,Γεσθημανή-Βελισσαρία Δούβαλη,296-51-2485,1983-01-08,F,Κομοτηνή,ΤΚ 293 08
9096,20082117,93345704,1538088305,100000,Buying a pet,REJECTED,14.0,19644986,"display1_Google,display1_Google,display2_Google,display3_Google,display2_Facebook,",Κλημεντίνη Τσώνη,848-47-4995,1989-04-28,M,Ερμούπολη,60371
9097,42248377,68236931,1537635990,190000,Buying a pet,ACCEPTED,8.7,,,Ζαχαρούλα Θωμάκου,896-31-9783,1993-11-19,M,Κοζάνη,ΤΚ 39327
9098,75565352,3407037,1537276276,170000,Buying a pet,ACCEPTED,8.7,,,Γαβριήλ-Λάζαρος Παπαφώτης,631-96-6637,1971-04-06,M,Καβάλα,ΤΚ 975 99
9099,3643349,59705979,1537848859,70000,Buying a pet,REJECTED,7.0,,,Αμαλία Γεωργιάδου,279-76-4765,1973-02-13,F,Χαλκίδα,ΤΚ 152 82
9100,29748848,77301422,1536123470,200000,Buying a pet,REJECTED,8.7,,,Νερατζιά Λογοθέτη,887-83-5397,1976-04-29,F,Δράμα,38311
9101,60047195,2504379,1537050897,120000,buying a pet,REJECTED,8.7,32969657,"display1_Google,display1_Twitter,display3_Facebook,display2_Facebook,",Μιχαέλα Σφακιανάκη,245-36-9470,1995-04-25,M,Σάμος,93343
9102,81119380,10667435,1536426511,170000,Refinance existing loans,REJECTED,8.7,85707378,"display2_Facebook,display2_Google,",Αχιλλέας Τζαλλας,441-95-6459,1984-03-31,M,Κόρινθος,99624
9103,45907096,81181568,1535812855,290000,Home purchase,ACCEPTED,8.7,78140028,,Χρήστος Δάρας,454-17-1060,1992-05-21,F,Δράμα,16003
9104,65887813,49875022,1537499193,70000,Refinance existing loans,ACCEPTED,14.0,,,Ιωνάς Βούλκος,131-36-4831,1984-03-15,M,Ναύπλιο,09213
9105,34303154,30598003,1537829691,230000,Home purchase,REJECTED,14.0,59603370,"display3_Facebook,",Βαρσάμος Κουτχιάς,566-71-3661,1979-09-10,F,Σπάρτη,52535
9106,78356780,77872726,1536339919,230000,Refinance existing loans,ACCEPTED,6.7,,,Ζαμπέτα Παπαευαγγελίου,547-56-9876,1994-12-01,F,Αγ. Νικόλαος,ΤΚ 942 33
9107,54109110,55070126,1536182649,40000,Buying a pet,REJECTED,7.0,67197714,"display3_Facebook,display2_Google,display2_Google,display3_Twitter,",Πολυτίμη Ορφανίδου,428-72-1955,1983-04-27,M,Τρίπολη,20165
9108,93154988,39491073,1536814313,100000,Buying a pet,ACCEPTED,8.7,84541316,"display3_Facebook,display2_Twitter,display2_Facebook,",Σεμίνα Φλασκή,898-03-6254,1971-03-10,F,Αγ. Νικόλαος,ΤΚ 00772
9109,52070728,53161882,1536783135,150000,Buying a pet,ACCEPTED,7.0,,,Λογοθέτης Κακαβός,684-29-2810,1991-07-21,F,Καρπενήσι,ΤΚ 50463
9110,80067150,31062413,1548208536,300000,Refinance existing loans,REJECTED,8.7,,,Ελπίς Θωμάκου,243-34-6725,1981-09-17,F,Κοζάνη,ΤΚ 463 02
9111,94367283,15361908,1547299686,60000,Buying a pet,ACCEPTED,6.7,,,Θέτις-Μαλαμάτη Καρβέλη,655-18-7797,1995-06-11,M,Λάρισα,695 80
9112,92569149,44277391,1548344218,200000,Refinance existing loans,ACCEPTED,14.0,,,Τερψιχόρη Καπουρνιώτη,794-89-3754,1983-01-31,M,Ιωάννινα,39876
9113,76620028,6725958,1547948533,40000,Refinance existing loans,REJECTED,14.0,,,Κλειώ Τυμβίου,481-43-5176,1979-11-19,F,Ρέθυμνο,ΤΚ 536 63
9114,53497050,62201908,1548662372,150000,Buying a pet,ACCEPTED,6.7,,,Χρυσόστομη Μπατζάνη,860-78-3629,1970-01-18,F,Ερμούπολη,752 29
9115,69578434,20828573,1546855641,90000,Buying a pet,REJECTED,8.7,,,Κασσιανή Ξένου,310-42-3431,1989-03-18,M,Τρίκαλα,34323
9116,30975403,21444133,1548743289,90000,buying a pet,REJECTED,8.7,,,Εμμανουήλ-Αγαθάγγελος Αγγελάκος,073-73-9187,1992-09-20,M,Καρπενήσι,10854
9117,21622211,20457318,1546855454,60000,Refinance existing loans,ACCEPTED,7.0,270398,"display1_Google,display2_Google,",Θρασύβουλος-Ελευθέριος Λεντζίου,460-68-6610,1976-08-10,M,Άμφισσα,ΤΚ 75846
9118,22363750,85885340,1546898840,50000,buying a pet,ACCEPTED,14.0,,,Φώτιος Κωστάκης,730-03-0522,1996-04-12,M,Καβάλα,89403
9119,66817693,51128893,1548619329,290000,Home purchase,ACCEPTED,6.7,,,Ευθυμία Ξανθοπούλου,163-52-9735,1974-05-27,M,Σέρρες,ΤΚ 824 88
9120,91837133,70364416,1548138540,50000,Buying a pet,ACCEPTED,7.0,,,Νεκτάριος Ζαφείρης,784-37-8234,1984-09-23,M,Αθήνα,ΤΚ 60143
9121,45294661,12471165,1547141112,150000,Home purchase,ACCEPTED,14.0,,,Δημοκράτης Ρίζος,993-33-1489,1991-06-21,M,Αγ. Νικόλαος,ΤΚ 276 60
9122,29534053,75980735,1547490673,280000,buying a pet,REJECTED,6.7,,,Αλκμήνη Καραγιοβάννη,651-84-6066,1995-01-30,M,Λαμία,47405
9123,17057360,60668082,1546629483,280000,Buying a pet,REJECTED,8.7,96315304,"display3_Facebook,display3_Twitter,",Ειρηναίος Ντότης,282-97-0561,1972-06-03,F,Άμφισσα,ΤΚ 87339
9124,24812900,15490367,1548793228,210000,home purchase,ACCEPTED,8.7,,,Βικτόρια Καραγρηγορίου,315-75-8988,1988-11-24,F,Λαμία,632 48
9125,42600237,72647873,1547518457,120000,buying a pet,ACCEPTED,14.0,,,Ευθυμία Αναστασάκη,441-08-4788,1992-01-08,M,Θεσσαλονίκη,962 16
9126,69707555,21272749,1546303334,30000,Buying a pet,REJECTED,8.7,,,Δάφνη Μπακουλή,163-51-0617,1996-08-21,F,Ρόδος,ΤΚ 814 70
9127,42533905,37149912,1546494887,240000,Refinance existing loans,REJECTED,14.0,40148658,"display2_Facebook,display1_Google,display3_Google,display2_Twitter,display1_Google,",Μικές Σαμακίδης,717-55-8911,1993-04-18,M,Άρτα,14405
9128,17488049,30961242,1547658356,30000,home purchase,ACCEPTED,7.0,,,Καλομοίρα Ζώη,060-89-2391,1972-07-03,F,Σέρρες,28983
9129,38348355,36480821,1548185900,180000,Buying a pet,REJECTED,8.7,,,Ζηνοβία Κολτσάκη,388-76-7551,1992-12-30,F,Ζάκυνθος,ΤΚ 46789
9130,73898457,77581986,1547266903,50000,Buying a pet,REJECTED,14.0,,,Αμφιτρίτη-Ακριβή Παπαδημητροπούλου,207-51-3587,1982-02-01,M,Καστοριά,ΤΚ 24325
9131,40474015,77581986,1548506994,290000,Refinance existing loans,REJECTED,6.7,,,Αμφιτρίτη-Ακριβή Παπαδημητροπούλου,207-51-3587,1982-02-01,M,Καστοριά,ΤΚ 24325
9132,161424,58806725,1548807940,70000,Refinance existing loans,REJECTED,14.0,20100182,,Δημήτρης Μασγαλάς,486-51-2219,1973-05-22,M,Φλώρινα,397 73
9133,76407900,49158517,1546414998,90000,Buying a pet,ACCEPTED,7.0,,,Τίτος-Λεμονής Στεργιαλής,352-54-3193,1970-09-30,F,Καρπενήσι,ΤΚ 32211
9134,32964254,15690778,1547339141,210000,Buying a pet,REJECTED,6.7,,,Χρυσούλα-Παυλίνα Μαστραγγελή,944-99-0455,1970-06-08,F,Αγ. Νικόλαος,044 54
9135,45716593,77800750,1548576773,80000,Refinance existing loans,REJECTED,7.0,,,Γαληνός Μυλωνάς,652-58-4966,1994-10-23,M,Άρτα,44282
9136,95581945,88717323,1547476292,150000,Refinance existing loans,REJECTED,6.7,,,Βελισσάριος Νικολαΐδης,321-13-6824,1993-11-02,F,Αγ. Νικόλαος,46822
9137,28548092,79346611,1548001510,300000,home purchase,ACCEPTED,6.7,90191352,"display2_Facebook,display3_Google,",Σέργιος Μπλανάς,905-42-8972,1988-12-30,F,Ιωάννινα,32611
9138,8764582,63926797,1547194104,210000,Buying a pet,REJECTED,8.7,,,Πρόδρομος-Ησαΐας Μπίλλας,998-85-9427,1982-11-10,F,Σέρρες,ΤΚ 13242
9139,8493697,68093086,1548790399,150000,Home purchase,ACCEPTED,14.0,,,Αρτέμης Βάσσης,286-82-7382,1996-03-23,M,Πολύγυρος,10058
9140,80441097,52609961,1547655189,30000,Home purchase,ACCEPTED,14.0,,,Φρίξος-Βενιαμίν Βλάχος,938-96-8373,1990-08-10,F,Χίος,282 24
9141,11167834,6426774,1547984360,200000,Refinance existing loans,ACCEPTED,8.7,,,Ρεβέκα Μακρή,389-23-9495,1994-04-05,F,Αργοστόλι,01325
9142,72760578,53425497,1548222280,60000,Refinance existing loans,REJECTED,6.7,1875705,"display3_Google,display2_Facebook,display1_Google,display3_Facebook,display2_Twitter,",Ευστρατία Μπαλλή,313-17-5557,1987-01-18,M,Ξάνθη,30569
9143,7711793,81316218,1547955934,200000,Refinance existing loans,ACCEPTED,6.7,,,Γρηγόριος Γιατρομανωλάκης,785-22-3891,1970-09-15,F,Ζάκυνθος,ΤΚ 413 55
9144,41373110,21021626,1546902643,210000,Buying a pet,REJECTED,7.0,,,Άγγελος Πετρογιάννης,069-46-5391,1982-12-12,F,Ηράκλειο,704 11
9145,44862905,18077520,1546905968,220000,Refinance existing loans,REJECTED,7.0,38747525,"display3_Google,display2_Facebook,display1_Twitter,display1_Twitter,display3_Facebook,",Καλυψώ Δάφνη,197-47-3527,1974-01-31,F,Χανιά,17874
9146,62070652,18077520,1548164604,30000,Buying a pet,ACCEPTED,6.7,,,Καλυψώ Δάφνη,197-47-3527,1974-01-31,F,Χανιά,17874
9147,96270989,22022563,1548418475,90000,Refinance existing loans,REJECTED,6.7,,,Ταξιάρχης-Βαρσάμος Ζούνης,214-93-7828,1983-05-08,F,Ιωάννινα,44644
9148,61192192,26968770,1546607958,180000,buying a pet,REJECTED,6.7,,,Θηρεσία Τσουράκη,900-67-3403,1983-07-22,M,Λαμία,95268
9149,5031615,17502317,1548512807,250000,Buying a pet,REJECTED,6.7,27499250,"display1_Twitter,display2_Facebook,",Αδαμάντιος Θεοχάρης,621-18-0332,1975-10-02,M,Κιλκίς,523 58
9150,81412684,23578027,1548639989,200000,home purchase,ACCEPTED,7.0,,,Βασιλεία Πυροβόλου,607-16-4158,1988-12-20,M,Τρίκαλα,57235
