loan_id,user_id,loan_timestamp,loan_amount,loan_purpose,outcome,interest,visit_id,zip_code,name,birthday,city,ssn,gender,cid,campaign_referrer
23391,6725958,1562979451,240000,Refinance existing loans,ACCEPTED,14,,ΤΚ 536 63,Κλειώ Τυμβίου,1979-11-19,Ρέθυμνο,481-43-5176,F,6725958,
76620028,6725958,1547948533,40000,Refinance existing loans,REJECTED,14,,ΤΚ 536 63,Κλειώ Τυμβίου,1979-11-19,Ρέθυμνο,481-43-5176,F,6725958,
82914548,3432009,1565199038,270000,Refinance existing loans,REJECTED,6.7,,95422,Νικόλαος Αλαφάκης,1974-01-05,Ρέθυμνο,972-42-3939,M,3432009,
68905392,7692617,1511956642,290000,Home purchase,REJECTED,14,,16024,Αποστολία Παράνου,1971-09-10,Ρέθυμνο,759-90-1127,M,7692617,
66513936,7692617,1542043358,120000,Buying a pet,ACCEPTED,7,13871914,16024,Αποστολία Παράνου,1971-09-10,Ρέθυμνο,759-90-1127,M,7692617,"display2,Twitter - display2,Facebook - display2,Facebook"
14749808,10324553,1522672569,120000,Refinance existing loans,ACCEPTED,8.7,77412384,70418,Βύρων Ρέντας,1989-06-23,Ρέθυμνο,788-34-5987,F,10324553,"display1,Twitter - display3,Twitter - display1,Facebook - display2,Facebook - display3,Facebook"
37553333,43378249,1561651517,240000,Home purchase,REJECTED,7,,ΤΚ 496 63,Λητώ Σακελλαρίου,1987-05-15,Ρέθυμνο,401-48-1534,F,43378249,
53189038,19368778,1513099826,200000,Home purchase,ACCEPTED,14,,ΤΚ 610 09,Ανδρονίκη Δελή,1988-03-20,Ρέθυμνο,417-79-0397,M,19368778,
27084740,92639819,1566727688,300000,Home purchase,REJECTED,8.7,,54373,Ρωμανός Ανδρεανίδης,1973-04-27,Ρέθυμνο,898-14-4298,M,92639819,
99131794,92639819,1567694695,100000,Home purchase,REJECTED,6.7,15729334,54373,Ρωμανός Ανδρεανίδης,1973-04-27,Ρέθυμνο,898-14-4298,M,92639819,"display1,Facebook"
4535429,97497164,1558292762,70000,Buying a pet,REJECTED,14,,ΤΚ 726 81,Ρωμανός-Μίνωας Τερζίδης,1972-12-12,Ρέθυμνο,316-27-4400,F,97497164,
97191937,97497164,1512805993,290000,Refinance existing loans,REJECTED,8.7,,ΤΚ 726 81,Ρωμανός-Μίνωας Τερζίδης,1972-12-12,Ρέθυμνο,316-27-4400,F,97497164,
46576930,67323726,1569755711,150000,Buying a pet,ACCEPTED,6.7,,50323,Στέφανος Σαμανίδης,1984-06-03,Ρέθυμνο,646-39-8189,M,67323726,
7322427,67323726,1533837568,30000,Refinance existing loans,ACCEPTED,7,,50323,Στέφανος Σαμανίδης,1984-06-03,Ρέθυμνο,646-39-8189,M,67323726,
47086328,12600399,1514454238,180000,Home purchase,ACCEPTED,14,,ΤΚ 906 78,Πίνδαρος Ζαχαρίου,1977-11-19,Ρέθυμνο,361-32-8972,M,12600399,
47664381,81085264,1509293119,120000,Refinance existing loans,REJECTED,6.7,,21164,Έλλη Γαλανάκη,1992-11-14,Ρέθυμνο,505-94-8599,F,81085264,
62140220,81085264,1521755025,170000,Refinance existing loans,ACCEPTED,14,,21164,Έλλη Γαλανάκη,1992-11-14,Ρέθυμνο,505-94-8599,F,81085264,
67917576,5930321,1548349374,120000,Home purchase,REJECTED,7,,27839,Σώζων Μπακοστεργίου,1987-06-30,Ρέθυμνο,647-18-4087,M,5930321,
73444084,5930321,1512537021,60000,Refinance existing loans,ACCEPTED,6.7,,27839,Σώζων Μπακοστεργίου,1987-06-30,Ρέθυμνο,647-18-4087,M,5930321,
27605776,61590609,1532282999,270000,Home purchase,REJECTED,8.7,76696861,375 84,Νίκανδρος Μοσχόπουλος,1994-06-19,Ρέθυμνο,647-62-0433,F,61590609,"display2,Twitter - display3,Facebook"
78329451,61590609,1565661541,90000,Refinance existing loans,ACCEPTED,7,,375 84,Νίκανδρος Μοσχόπουλος,1994-06-19,Ρέθυμνο,647-62-0433,F,61590609,
86590631,80399698,1515589508,280000,Refinance existing loans,REJECTED,6.7,,626 78,Περιστέρα-Γαλάτεια Καραμανλή,1981-01-05,Ρέθυμνο,630-53-3906,M,80399698,
60281294,1145684,1549044584,180000,Home purchase,ACCEPTED,7,,00103,Νεκτάριος-Νίκος Κουρσουμίδης,1978-06-10,Ρέθυμνο,662-67-9853,M,1145684,
31953961,1145684,1515775425,120000,Refinance existing loans,ACCEPTED,6.7,,00103,Νεκτάριος-Νίκος Κουρσουμίδης,1978-06-10,Ρέθυμνο,662-67-9853,M,1145684,
87135147,20505940,1518513349,100000,Refinance existing loans,ACCEPTED,8.7,,ΤΚ 02326,Ευάγγελος-Λαυρέντιος Πιπεράκης,1974-06-29,Ρέθυμνο,869-02-8462,F,20505940,
21814428,20505940,1523963269,70000,Refinance existing loans,REJECTED,14,,ΤΚ 02326,Ευάγγελος-Λαυρέντιος Πιπεράκης,1974-06-29,Ρέθυμνο,869-02-8462,F,20505940,
36245004,23940949,1513484248,280000,home purchase,REJECTED,8.7,,707 96,Βρασίδας-Μακάριος Τσιγαρίδας,1986-02-08,Ρέθυμνο,498-80-7748,F,23940949,
22463714,35998042,1534911083,100000,home purchase,ACCEPTED,14,,029 89,Ζαφείριος Κονδυλίδης,1983-12-17,Ρέθυμνο,295-27-5546,F,35998042,
12800270,19841116,1549644908,230000,Refinance existing loans,REJECTED,14,,80867,Κυριαζής Γρηγορόπουλος,1979-09-08,Ρέθυμνο,289-63-1802,F,19841116,
22606730,14987357,1542861022,90000,buying a pet,ACCEPTED,6.7,,ΤΚ 938 14,Εύα Κακοτρίχη,1979-07-13,Ρέθυμνο,414-80-9228,M,14987357,
37550488,42803294,1539573811,220000,Home purchase,ACCEPTED,14,,ΤΚ 15541,Γεώργιος Λαγογιάννης,1976-04-11,Ρέθυμνο,418-66-2883,F,42803294,
56768675,54235998,1558410396,70000,buying a pet,REJECTED,6.7,,877 00,Τίτος-Τιμόθεος Γενετζάκης,1978-05-11,Ρέθυμνο,729-75-8798,F,54235998,
86154840,54235998,1510562984,150000,Buying a pet,REJECTED,14,33513218,877 00,Τίτος-Τιμόθεος Γενετζάκης,1978-05-11,Ρέθυμνο,729-75-8798,F,54235998,"display3,Google"
30429003,48666718,1535554728,230000,Buying a pet,REJECTED,8.7,,69700,Χαρά Ζαβιτσάνου,1974-10-22,Ρέθυμνο,076-19-0488,F,48666718,
12509561,48666718,1542912804,240000,Buying a pet,ACCEPTED,8.7,,69700,Χαρά Ζαβιτσάνου,1974-10-22,Ρέθυμνο,076-19-0488,F,48666718,
89840700,95052129,1516028772,120000,Home purchase,ACCEPTED,6.7,60265281,65285,Ερασμία Χριστογιάννη,1993-06-17,Ρέθυμνο,702-88-7278,M,95052129,"display3,Twitter - display2,Facebook"
16116221,30369634,1559659410,230000,Buying a pet,REJECTED,7,20566638,24282,Πιερρίνα-Λητώ Παλιούρα,1990-04-01,Ρέθυμνο,029-91-9399,M,30369634,"display2,Google - display3,Facebook"
34829796,30369634,1514013666,150000,Refinance existing loans,ACCEPTED,14,,24282,Πιερρίνα-Λητώ Παλιούρα,1990-04-01,Ρέθυμνο,029-91-9399,M,30369634,
21152784,64645476,1529272588,40000,Home purchase,ACCEPTED,6.7,,16731,Βικέντιος Πισχινάς,1981-04-01,Ρέθυμνο,483-16-7081,F,64645476,
49442651,46177892,1555559466,190000,Buying a pet,REJECTED,6.7,,569 63,Νεφέλη-Βελισσαρία Καπουρνιώτη,1987-03-29,Ρέθυμνο,098-42-0890,M,46177892,
2971091,2998884,1531457394,50000,Buying a pet,ACCEPTED,14,,73058,Θωμάς Αμυγδαλάκης,1993-03-05,Ρέθυμνο,054-14-4824,F,2998884,
3415639,39929190,1541999350,60000,Refinance existing loans,REJECTED,8.7,46299413,ΤΚ 260 91,Ανέστης-Μικές Ακριώτης,1977-11-21,Ρέθυμνο,913-04-7306,M,39929190,"display1,Google - display3,Google - display1,Twitter - display3,Facebook"
30898664,39929190,1510261083,210000,Refinance existing loans,REJECTED,6.7,75973270,ΤΚ 260 91,Ανέστης-Μικές Ακριώτης,1977-11-21,Ρέθυμνο,913-04-7306,M,39929190,"display1,Google - display1,Google - display2,Google - display3,Google - display1,Facebook"
49573937,60060518,1549118220,300000,Buying a pet,ACCEPTED,14,93115615,ΤΚ 036 11,Φωκίων Χατζησταυράκης,1989-05-31,Ρέθυμνο,150-73-8440,F,60060518,"display1,Google - display2,Facebook"
5708479,60060518,1558566768,180000,Refinance existing loans,REJECTED,7,,ΤΚ 036 11,Φωκίων Χατζησταυράκης,1989-05-31,Ρέθυμνο,150-73-8440,F,60060518,
34137733,7506535,1564195926,120000,Buying a pet,REJECTED,7,,818 59,Κορνηλία Γρίβα,1992-08-04,Ρέθυμνο,600-09-0082,M,7506535,
61946047,7506535,1507749936,250000,Buying a pet,ACCEPTED,14,,818 59,Κορνηλία Γρίβα,1992-08-04,Ρέθυμνο,600-09-0082,M,7506535,
14937344,7700328,1514169914,300000,Home purchase,REJECTED,7,94230553,ΤΚ 540 62,Δομήνικος Κελαϊδώνης,1977-02-24,Ρέθυμνο,578-05-3880,M,7700328,"display3,Google - display2,Twitter - display2,Twitter - display1,Facebook"
30146335,7700328,1522744058,70000,Buying a pet,ACCEPTED,8.7,,ΤΚ 540 62,Δομήνικος Κελαϊδώνης,1977-02-24,Ρέθυμνο,578-05-3880,M,7700328,
10032184,63205226,1516572567,150000,Refinance existing loans,REJECTED,6.7,,ΤΚ 801 88,Ρεγγίνα Πουρνάρα,1977-01-21,Ρέθυμνο,986-73-3229,F,63205226,
31793559,60919402,1518450391,30000,Buying a pet,REJECTED,14,,934 21,Ανδρομάχη Πεμούση,1973-10-29,Ρέθυμνο,410-30-1790,M,60919402,
26595287,60919402,1550815116,100000,Refinance existing loans,ACCEPTED,7,23319259,934 21,Ανδρομάχη Πεμούση,1973-10-29,Ρέθυμνο,410-30-1790,M,60919402,"display2,Google - display1,Twitter"
94432771,50384234,1520911719,200000,Home purchase,REJECTED,14,,ΤΚ 400 53,Πάρις Τριαντακωνσταντής,1984-10-11,Ρέθυμνο,287-41-1552,F,50384234,
24793229,7528555,1560131915,80000,home purchase,ACCEPTED,7,,51254,Βρυσηίς Κατσαφάδου,1980-12-21,Ρέθυμνο,298-42-0763,M,7528555,
39306108,7528555,1569610085,250000,Home purchase,ACCEPTED,14,,51254,Βρυσηίς Κατσαφάδου,1980-12-21,Ρέθυμνο,298-42-0763,M,7528555,
95601275,66203244,1516932762,210000,Buying a pet,ACCEPTED,6.7,,ΤΚ 007 44,Μάρθα Δρακάκη,1995-07-25,Ρέθυμνο,493-61-8711,F,66203244,
34779184,60163693,1556815203,100000,home purchase,REJECTED,8.7,,06499,Πολυξένη Θεοδοσίου,1975-08-10,Ρέθυμνο,769-19-7642,F,60163693,
28354686,95031405,1520699681,40000,Refinance existing loans,ACCEPTED,6.7,,57982,Στέλλα Παρασκευά,1970-09-03,Ρέθυμνο,283-81-9575,M,95031405,
95922121,71841647,1516856013,120000,home purchase,ACCEPTED,6.7,,ΤΚ 84302,Φραντζέσκα Καράμπη,1971-01-06,Ρέθυμνο,943-82-0942,F,71841647,
63522682,69547376,1536178474,20000,Refinance existing loans,ACCEPTED,7,27709445,ΤΚ 961 02,Ρωμανός Γενετζάκης,1991-04-12,Ρέθυμνο,637-69-3606,F,69547376,"display2,Google - display2,Twitter"
41482421,93225584,1516008004,260000,Refinance existing loans,REJECTED,7,,61851,Γαλήνη Τσάκη,1984-06-30,Ρέθυμνο,157-73-3309,M,93225584,
8621404,1631601,1533790980,230000,Home purchase,ACCEPTED,8.7,,ΤΚ 76726,Τριαντάφυλλος Λελεδάκης,1976-10-03,Ρέθυμνο,948-46-1159,M,1631601,
76777102,1631601,1522983414,170000,Refinance existing loans,ACCEPTED,7,,ΤΚ 76726,Τριαντάφυλλος Λελεδάκης,1976-10-03,Ρέθυμνο,948-46-1159,M,1631601,
99264334,92038259,1522126247,270000,Refinance existing loans,ACCEPTED,14,,ΤΚ 227 97,Κλαίρη Καψή,1972-04-12,Ρέθυμνο,941-29-3539,F,92038259,
88480970,92038259,1529891983,180000,home purchase,ACCEPTED,14,,ΤΚ 227 97,Κλαίρη Καψή,1972-04-12,Ρέθυμνο,941-29-3539,F,92038259,
56778702,48813427,1565133102,220000,Buying a pet,REJECTED,7,,316 35,Βαλεντίνα Κωνσταντοπούλου,1995-07-26,Ρέθυμνο,054-07-5002,F,48813427,
45825268,86145396,1527846678,70000,Refinance existing loans,ACCEPTED,8.7,,99269,Θεοχάρης Λεβέντης,1978-02-14,Ρέθυμνο,587-22-7086,F,86145396,
56799078,86145396,1548648175,30000,buying a pet,REJECTED,14,,99269,Θεοχάρης Λεβέντης,1978-02-14,Ρέθυμνο,587-22-7086,F,86145396,
58987483,44736628,1521852474,210000,Refinance existing loans,ACCEPTED,6.7,,81238,Ιερόθεος Νταβάς,1994-06-22,Ρέθυμνο,693-41-0331,F,44736628,
99408538,77977973,1537766893,260000,Home purchase,ACCEPTED,8.7,,86110,Ηλίας Βούκας,1981-10-10,Ρέθυμνο,641-52-1743,F,77977973,
73234525,14718074,1567174101,20000,Buying a pet,ACCEPTED,8.7,29252863,769 12,Χαρά Γαβριηλίδη,1975-12-10,Ρέθυμνο,015-06-3896,M,14718074,"display2,Google - display3,Facebook - display3,Facebook"
2683864,14718074,1518179499,40000,Home purchase,REJECTED,7,,769 12,Χαρά Γαβριηλίδη,1975-12-10,Ρέθυμνο,015-06-3896,M,14718074,
43503971,49741948,1569265971,290000,Refinance existing loans,ACCEPTED,8.7,82173091,ΤΚ 06045,Ταξιάρχης Μαραγκός,1987-01-24,Ρέθυμνο,677-99-3853,M,49741948,"display2,Google - display2,Twitter - display1,Facebook - display2,Facebook"
34185694,49741948,1511245321,180000,Refinance existing loans,ACCEPTED,7,,ΤΚ 06045,Ταξιάρχης Μαραγκός,1987-01-24,Ρέθυμνο,677-99-3853,M,49741948,
76591,17981565,1529662302,270000,buying a pet,REJECTED,7,,ΤΚ 84956,Αίας-Πραξιτέλης Κελαϊδώνης,1975-09-16,Ρέθυμνο,763-74-6126,M,17981565,
11670657,17981565,1562317499,270000,buying a pet,REJECTED,8.7,58647926,ΤΚ 84956,Αίας-Πραξιτέλης Κελαϊδώνης,1975-09-16,Ρέθυμνο,763-74-6126,M,17981565,"display1,Google - display2,Google - display3,Twitter - display3,Facebook"
93934653,49138559,1566098928,30000,Refinance existing loans,REJECTED,8.7,90828986,06020,Κυριάκος Νασίκας,1991-05-16,Ρέθυμνο,787-58-7907,F,49138559,"display2,Twitter - display2,Twitter - display3,Twitter"
35131059,49138559,1553124301,70000,Buying a pet,REJECTED,14,,06020,Κυριάκος Νασίκας,1991-05-16,Ρέθυμνο,787-58-7907,F,49138559,
64288921,1326720,1538935130,150000,Refinance existing loans,REJECTED,8.7,,ΤΚ 47776,Μένανδρος-Θεολόγος Βασιλείου,1973-05-22,Ρέθυμνο,054-13-6864,M,1326720,
92457574,7958657,1509681385,180000,home purchase,ACCEPTED,14,,01474,Μιχαέλα Μπαφίτη,1975-06-21,Ρέθυμνο,042-48-3467,M,7958657,
97150524,7958657,1530940153,230000,Refinance existing loans,REJECTED,7,,01474,Μιχαέλα Μπαφίτη,1975-06-21,Ρέθυμνο,042-48-3467,M,7958657,
19510997,91214722,1540909675,260000,home purchase,ACCEPTED,14,88531233,ΤΚ 850 90,Δικαία Φασουλή,1980-12-05,Ρέθυμνο,292-98-4078,F,91214722,"display2,Google"
85611828,36059011,1555303183,290000,Refinance existing loans,REJECTED,7,,97452,Αγόρω Πατινιωτάκη,1990-10-19,Ρέθυμνο,775-37-9722,F,36059011,
46505144,36059011,1519393348,170000,buying a pet,ACCEPTED,8.7,,97452,Αγόρω Πατινιωτάκη,1990-10-19,Ρέθυμνο,775-37-9722,F,36059011,
28461174,11510404,1539363813,90000,Home purchase,ACCEPTED,8.7,,ΤΚ 266 78,Βαλεντίνος Χαλατσής,1987-02-08,Ρέθυμνο,766-54-7314,F,11510404,
23397833,11510404,1544724370,280000,buying a pet,ACCEPTED,14,,ΤΚ 266 78,Βαλεντίνος Χαλατσής,1987-02-08,Ρέθυμνο,766-54-7314,F,11510404,
68849486,66121604,1521037082,180000,Home purchase,ACCEPTED,8.7,,371 50,Αριστομένης Ντουλιάς,1977-08-26,Ρέθυμνο,860-52-0467,M,66121604,
17861577,97227397,1540517043,100000,Refinance existing loans,REJECTED,7,,ΤΚ 65861,Σπυρίδων Λουράντος,1992-06-16,Ρέθυμνο,846-32-0970,M,97227397,
19317594,45802629,1533876482,230000,Buying a pet,REJECTED,8.7,91707535,45458,Θεοδόσης Περιστερόπουλος,1980-07-14,Ρέθυμνο,564-07-1791,M,45802629,"display1,Twitter - display2,Facebook - display3,Facebook"
10784450,45802629,1523170580,20000,Refinance existing loans,ACCEPTED,6.7,,45458,Θεοδόσης Περιστερόπουλος,1980-07-14,Ρέθυμνο,564-07-1791,M,45802629,
66334756,58068871,1524541832,60000,Refinance existing loans,REJECTED,6.7,,ΤΚ 733 21,Προκόπιος Μπουλούκος,1996-08-04,Ρέθυμνο,035-36-0992,M,58068871,
31313438,45984391,1518555788,300000,buying a pet,ACCEPTED,14,,38283,Αγαθοκλής Πίτσης,1982-07-12,Ρέθυμνο,436-69-2622,F,45984391,
51735305,74423178,1548690838,40000,Home purchase,ACCEPTED,14,,24341,Πολύκαρπος-Λεωνίδας Κατσίπης,1970-09-20,Ρέθυμνο,640-76-6410,M,74423178,
92852200,80064138,1538096565,30000,home purchase,REJECTED,8.7,58021303,20404,Πουλχερία Καρανασίου,1971-11-14,Ρέθυμνο,449-74-1084,M,80064138,"display1,Twitter - display1,Twitter - display1,Facebook - display2,Facebook"
2192370,25525644,1536609251,80000,Refinance existing loans,ACCEPTED,14,,414 62,Ευριπίδης Σπασόπουλος,1975-08-16,Ρέθυμνο,895-66-8895,F,25525644,
88109422,4031116,1512148399,70000,Buying a pet,REJECTED,6.7,,49995,Θάλεια Τουρνά,1996-05-13,Ρέθυμνο,483-70-9852,F,4031116,
94411963,72422543,1512299513,40000,home purchase,ACCEPTED,7,,93799,Χάρις Λάλας,1994-05-15,Ρέθυμνο,737-55-1780,M,72422543,
34861732,54754703,1508828856,170000,Refinance existing loans,REJECTED,8.7,,ΤΚ 279 66,Πάτροκλος Ρήγας,1987-12-09,Ρέθυμνο,171-91-5335,M,54754703,
64634651,54754703,1549258257,60000,Refinance existing loans,REJECTED,8.7,,ΤΚ 279 66,Πάτροκλος Ρήγας,1987-12-09,Ρέθυμνο,171-91-5335,M,54754703,
18912082,27587984,1548850814,170000,Buying a pet,ACCEPTED,7,,832 26,Τηλεμαχος Κουβάς,1995-11-27,Ρέθυμνο,679-84-6248,F,27587984,
61125892,27587984,1536885808,200000,Buying a pet,REJECTED,14,,832 26,Τηλεμαχος Κουβάς,1995-11-27,Ρέθυμνο,679-84-6248,F,27587984,
32160729,28232337,1511817406,70000,Buying a pet,ACCEPTED,8.7,,ΤΚ 13595,Ήρα Γιατράκου,1980-01-25,Ρέθυμνο,967-20-8579,F,28232337,
3603167,55140754,1548672874,250000,Refinance existing loans,REJECTED,7,,80213,Αλέξιος-Ευάγγελος Μαμμής,1972-03-03,Ρέθυμνο,278-89-2580,F,55140754,
21388974,73546643,1516482715,300000,Refinance existing loans,ACCEPTED,8.7,44656181,ΤΚ 909 97,Σόλων Νικητόπουλος,1989-01-07,Ρέθυμνο,903-86-6519,F,73546643,"display1,Google - display2,Google"
13151993,73546643,1565726086,300000,home purchase,REJECTED,8.7,,ΤΚ 909 97,Σόλων Νικητόπουλος,1989-01-07,Ρέθυμνο,903-86-6519,F,73546643,
80089667,73890195,1514905609,210000,Refinance existing loans,REJECTED,7,82169534,ΤΚ 847 24,Νεκτάριος Κεσαλίδης,1983-03-10,Ρέθυμνο,461-23-4779,F,73890195,"display1,Twitter - display3,Twitter - display1,Facebook - display2,Facebook - display3,Facebook"
85577185,73890195,1544866219,270000,Refinance existing loans,ACCEPTED,8.7,,ΤΚ 847 24,Νεκτάριος Κεσαλίδης,1983-03-10,Ρέθυμνο,461-23-4779,F,73890195,
40507674,27748500,1508992516,30000,buying a pet,ACCEPTED,14,45247779,32731,Ματρώνη Δημητριάδου,1978-07-27,Ρέθυμνο,121-37-6160,M,27748500,"display2,Google - display2,Facebook - display3,Facebook"
2611890,60657812,1512671157,200000,Buying a pet,REJECTED,7,,803 04,Αυγέρης Πολυζωάκης,1983-12-27,Ρέθυμνο,594-51-3132,M,60657812,
6892826,60657812,1553505814,20000,home purchase,REJECTED,6.7,83848122,803 04,Αυγέρης Πολυζωάκης,1983-12-27,Ρέθυμνο,594-51-3132,M,60657812,"display3,Twitter - display3,Twitter - display1,Facebook - display3,Facebook"
52554438,75242133,1542807267,210000,home purchase,REJECTED,8.7,19128763,55560,Φιλίππα-Σαββούλα Καρκαλέτση,1992-02-19,Ρέθυμνο,745-72-5298,F,75242133,"display1,Google - display3,Google - display2,Facebook"
35438519,22270103,1558469189,250000,Home purchase,ACCEPTED,7,,ΤΚ 87833,Μιχάλης Σιδηρόπουλος,1976-09-10,Ρέθυμνο,195-74-3610,M,22270103,
92213242,22270103,1544845211,60000,Home purchase,REJECTED,8.7,71343116,ΤΚ 87833,Μιχάλης Σιδηρόπουλος,1976-09-10,Ρέθυμνο,195-74-3610,M,22270103,"display3,Google - display2,Twitter - display2,Twitter"
76367341,90311320,1564395468,100000,Home purchase,REJECTED,14,91869218,43969,Απόλλων Πουλημένος,1976-09-14,Ρέθυμνο,954-55-2124,M,90311320,"display3,Google - display2,Twitter - display2,Facebook - display3,Facebook"
28637267,5521050,1515522030,30000,Home purchase,ACCEPTED,7,,107 72,Βαρδής Καταραχιάς,1992-08-29,Ρέθυμνο,988-81-0648,M,5521050,
33890737,82956443,1525307797,200000,Refinance existing loans,ACCEPTED,7,,86869,Μιχαέλα Μαργαριτάκη,1995-04-19,Ρέθυμνο,489-11-4853,M,82956443,
34054158,82956443,1530908434,190000,Refinance existing loans,REJECTED,6.7,,86869,Μιχαέλα Μαργαριτάκη,1995-04-19,Ρέθυμνο,489-11-4853,M,82956443,
28290756,1518749,1529116350,210000,Buying a pet,REJECTED,14,,32627,Βαλέριος Τσοπανίδης,1994-06-19,Ρέθυμνο,385-70-1356,M,1518749,
88408022,48314269,1537006995,280000,Buying a pet,ACCEPTED,8.7,,046 40,Μαρία Φιλίππου,1992-08-06,Ρέθυμνο,312-92-6180,M,48314269,
28593664,48314269,1564181010,90000,home purchase,REJECTED,7,79117247,046 40,Μαρία Φιλίππου,1992-08-06,Ρέθυμνο,312-92-6180,M,48314269,"display2,Google - display3,Google - display1,Twitter - display3,Facebook"
54743428,57916062,1565906884,180000,Refinance existing loans,REJECTED,7,,673 57,Αμφιτρίτη Ζυγούρη,1975-06-03,Ρέθυμνο,375-89-9725,M,57916062,
21251943,37409695,1539136703,60000,Buying a pet,ACCEPTED,7,,ΤΚ 836 85,Εφραίμ Μανουσέλης,1988-12-04,Ρέθυμνο,936-01-3927,F,37409695,
94141294,940448,1542710941,150000,Refinance existing loans,REJECTED,7,22942764,50408,Θέμις Τσαμπούρη,1974-07-09,Ρέθυμνο,476-82-0820,F,940448,"display1,Google - display2,Google - display1,Twitter - display2,Twitter - display3,Facebook"
61081879,30830497,1542520728,280000,Refinance existing loans,ACCEPTED,7,,184 98,Ευστάθιος Ακριτίδης,1979-09-17,Ρέθυμνο,977-26-9261,F,30830497,
35441269,19466659,1559438340,200000,Refinance existing loans,REJECTED,8.7,,891 29,Ανδρέας Τσεμπερλίδης,1988-07-14,Ρέθυμνο,997-25-0819,M,19466659,
85378504,53898404,1561783370,300000,Refinance existing loans,REJECTED,7,,137 15,Ραχήλ Στραβοσνίχης,1974-03-30,Ρέθυμνο,583-33-1203,F,53898404,
83101812,60786341,1511535902,190000,Buying a pet,REJECTED,8.7,,519 63,Σωφρονία Φωλιά,1976-10-06,Ρέθυμνο,984-96-0912,M,60786341,
76293929,60786341,1534018480,190000,Buying a pet,REJECTED,8.7,94774689,519 63,Σωφρονία Φωλιά,1976-10-06,Ρέθυμνο,984-96-0912,M,60786341,"display3,Twitter"
69634878,36474022,1567885008,40000,Refinance existing loans,ACCEPTED,7,,ΤΚ 75718,Θέκλα Ποσάντζη,1973-06-17,Ρέθυμνο,729-24-7024,M,36474022,
71159036,30705063,1541257386,290000,buying a pet,ACCEPTED,14,,ΤΚ 62428,Σεβαστιανή-Κλυταιμνήστρα Πολέμη,1991-04-30,Ρέθυμνο,838-84-7645,M,30705063,
10585995,30705063,1532740509,250000,Refinance existing loans,REJECTED,6.7,69763260,ΤΚ 62428,Σεβαστιανή-Κλυταιμνήστρα Πολέμη,1991-04-30,Ρέθυμνο,838-84-7645,M,30705063,"display2,Facebook - display3,Facebook"
19093003,67077543,1527511622,210000,Refinance existing loans,REJECTED,14,,71676,Βλασία Δούβαλη,1975-07-31,Ρέθυμνο,771-77-0799,F,67077543,
72497835,88856999,1551185439,230000,Refinance existing loans,REJECTED,7,,ΤΚ 57398,Τσαμπίκος Καρανικόλας,1995-03-02,Ρέθυμνο,333-88-2169,M,88856999,
5609056,7554986,1523611977,20000,Refinance existing loans,ACCEPTED,14,,442 35,Διομήδης-Στέλλιος Βαβουράκης,1987-10-03,Ρέθυμνο,280-39-2831,F,7554986,
76476563,38503850,1520323572,260000,Refinance existing loans,ACCEPTED,6.7,,ΤΚ 068 49,Προκόπιος Κουβάς,1993-04-04,Ρέθυμνο,182-02-2185,M,38503850,
46298309,97852332,1567323072,220000,Home purchase,ACCEPTED,14,,ΤΚ 903 32,Μελένια Κουτκιά,1976-03-13,Ρέθυμνο,383-70-9819,F,97852332,
31533021,57801388,1524303172,20000,Refinance existing loans,REJECTED,14,,88573,Γαληνός Πατελής,1993-12-11,Ρέθυμνο,893-33-5322,M,57801388,
66598156,38758317,1544192570,70000,Buying a pet,ACCEPTED,8.7,,ΤΚ 45474,Φραντζέσκα Αλεξανδράκη,1992-12-24,Ρέθυμνο,397-91-8732,F,38758317,
80271214,38758317,1508880774,190000,Buying a pet,ACCEPTED,6.7,,ΤΚ 45474,Φραντζέσκα Αλεξανδράκη,1992-12-24,Ρέθυμνο,397-91-8732,F,38758317,
18686245,75859118,1563004057,250000,home purchase,REJECTED,8.7,,16121,Νεόφυτος Κασούτσας,1987-04-13,Ρέθυμνο,818-55-0052,M,75859118,
98903698,5981873,1533188196,260000,Buying a pet,REJECTED,8.7,,11348,Βιργινία-Αριάδνη Χριστοδούλου,1974-09-06,Ρέθυμνο,532-09-2475,M,5981873,
49772911,61977521,1506866403,220000,home purchase,ACCEPTED,7,,ΤΚ 48874,Νεοκλής-Αρτέμης Μεταξάς,1996-01-06,Ρέθυμνο,180-86-6403,F,61977521,
76684241,61977521,1533653955,20000,Buying a pet,ACCEPTED,7,,ΤΚ 48874,Νεοκλής-Αρτέμης Μεταξάς,1996-01-06,Ρέθυμνο,180-86-6403,F,61977521,
51059435,41244596,1520979408,120000,buying a pet,ACCEPTED,14,,ΤΚ 67420,Περικλής Ξηρός,1992-04-14,Ρέθυμνο,595-28-7242,M,41244596,
46589646,41244596,1556492469,20000,Refinance existing loans,REJECTED,8.7,,ΤΚ 67420,Περικλής Ξηρός,1992-04-14,Ρέθυμνο,595-28-7242,M,41244596,
24272699,23067316,1516365265,60000,Buying a pet,ACCEPTED,6.7,,ΤΚ 165 12,Μιχαήλ Τσιρώνης,1992-03-19,Ρέθυμνο,327-51-0314,F,23067316,
41704428,65967797,1555185497,200000,Home purchase,ACCEPTED,7,,ΤΚ 307 69,Ευδοκία Γαλανοπούλου,1991-05-18,Ρέθυμνο,431-60-1747,M,65967797,
